id,price,room_type,property_type,neighbourhood_cleansed,neighbourhood_norm,accommodates,bedrooms,beds,bathrooms,minimum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,host_is_superhost,is_commercial_host,calculated_host_listings_count,host_tenure_years,instant_bookable,latitude,longitude,dist_city_center_km,amenities_count,has_wifi,has_kitchen,has_washer,has_pool,has_pets_allowed,has_free_parking,has_workspace,has_aircon
44077,86.0,Private room,Private room in bungalow,Dn Laoghaire-Rathdown,Churchtown,2,1.0,2.0,1.0,3,9,394,2.23,4.82,True,0,2,15.1129363449692,False,53.29178,-6.25792,6.459126708698727,55,1,0,1,0,0,1,0,1
159889,48.0,Private room,Private room in home,Dublin City,Dublin,1,1.0,1.0,2.0,2,312,464,2.82,4.75,False,0,3,14.212183436002737,False,53.39027,-6.23547,4.797693492519469,28,1,0,1,0,0,1,0,0
162809,101.0,Private room,Private room in townhouse,Dn Laoghaire-Rathdown,Dublin,6,2.0,4.0,1.5,2,7,397,3.17,4.85,False,0,2,14.203969883641342,False,53.28326,-6.19188,8.696669539171303,54,1,1,1,0,0,1,0,0
245903,30.0,Private room,Private room in home,South Dublin,Lucan,1,1.0,1.0,1.5,30,25,51,0.32,4.92,True,0,1,13.924709103353868,False,53.34596,-6.41719,10.457035509753476,30,1,1,1,0,0,1,0,0
292757,130.0,Entire home/apt,Entire home,Dublin City,Dublin,9,4.0,5.0,2.5,2,117,507,3.19,4.94,True,0,1,13.74674880219028,False,53.36949,-6.34889,6.292072702794192,68,1,1,1,1,1,1,1,1
302554,177.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,5,1.0,2.0,1.0,2,264,78,0.47,4.68,False,1,8,13.705681040383299,True,53.35681,-6.29094,2.184327645745835,29,1,1,1,0,0,1,0,0
302634,87.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,2,1.0,2.0,1.0,2,143,180,1.09,4.64,False,1,8,13.705681040383299,True,53.35681,-6.29094,2.184327645745835,29,1,1,1,0,0,1,0,0
419987,198.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,6,1.0,3.0,1.0,2,284,182,1.16,4.78,False,1,8,13.705681040383299,True,53.35682,-6.29132,2.208373830099227,30,1,1,1,0,0,1,0,0
424596,161.0,Entire home/apt,Entire loft,Dublin City,Dublin,3,1.0,1.0,1.0,2,148,679,4.21,4.85,True,0,4,13.434633812457221,False,53.355545,-6.258094,0.6560350652811054,48,1,1,1,0,0,0,0,0
426326,135.0,Private room,Private room in home,Dublin City,Dublin,3,3.0,3.0,2.0,1,5,267,1.66,4.61,False,0,3,14.212183436002737,True,53.39027,-6.23547,4.797693492519469,33,1,1,1,0,0,1,0,0
427077,173.0,Entire home/apt,Entire loft,Dublin City,Dublin,3,1.0,1.0,1.0,2,166,630,3.87,4.84,True,0,4,13.434633812457221,False,53.35572,-6.25803,0.6759710229448034,48,1,1,1,0,0,0,0,0
427495,112.0,Private room,Private room in home,Dublin City,Dublin,2,17.0,1.0,2.0,1,351,189,1.19,4.6,False,0,3,14.212183436002737,False,53.39027,-6.23547,4.797693492519469,34,1,1,1,0,0,1,1,1
451611,162.0,Entire home/apt,Entire condo,Dublin City,Ireland,2,1.0,1.0,1.0,1,29,676,4.18,4.65,True,0,3,13.672826830937714,True,53.3404,-6.27256,1.3270816893264343,25,1,1,1,0,0,1,0,0
468082,135.0,Private room,Private room in home,South Dublin,Lucan,5,2.0,3.0,0.0,1,325,424,2.67,4.73,True,0,3,13.431895961670088,True,53.35336,-6.44968,12.617143049332805,35,1,0,0,0,0,1,0,0
522667,161.0,Entire home/apt,Entire loft,Dublin City,Dublin,3,1.0,1.0,1.0,2,161,552,3.43,4.82,True,0,4,13.434633812457221,False,53.355545,-6.258094,0.6560350652811054,50,1,1,1,0,0,0,0,0
526767,211.0,Entire home/apt,Entire loft,Dublin City,Dublin,3,0.0,2.0,1.0,3,255,712,4.49,4.91,True,0,1,13.352498288843258,False,53.34752,-6.26393,0.3504657633572452,29,1,1,1,0,0,0,0,0
587218,90.0,Private room,Private room in home,Dublin City,Unknown,2,1.0,1.0,1.5,2,136,331,2.09,4.98,True,0,1,13.1854893908282,False,53.36405,-6.27351,1.8134962971208435,22,1,1,1,0,0,0,0,0
592840,65.0,Private room,Private room in home,South Dublin,Lucan,1,1.0,1.0,1.5,1,347,132,0.83,4.92,True,0,3,13.431895961670088,False,53.35338,-6.44994,12.634515101056625,32,1,0,0,0,0,1,0,0
654589,215.0,Entire home/apt,Entire condo,Dublin City,Dublin,4,2.0,3.0,1.0,1,121,674,4.25,4.75,False,0,2,13.092402464065708,False,53.34493,-6.26688,0.6969841728115765,41,1,1,1,0,0,0,0,0
690119,365.0,Entire home/apt,Entire cottage,Dn Laoghaire-Rathdown,Dundrum,4,2.0,2.0,2.0,4,187,254,1.7,4.9,True,0,1,13.015742642026009,True,53.29448,-6.24686,6.221489990106548,62,1,1,1,1,1,1,1,0
715205,90.0,Private room,Private room in guesthouse,Dublin City,Drumcondra,2,1.0,1.0,1.0,1,341,329,2.09,4.52,False,0,3,12.971937029431896,True,53.36883759817309,-6.249314785003654,2.241433731958327,32,1,1,1,0,0,1,0,0
726011,160.0,Entire home/apt,Entire rental unit,Fingal,Skerries,3,1.0,2.0,1.5,2,193,230,1.57,4.93,True,0,1,12.950034223134839,False,53.58175,-6.1226,27.38682623403172,44,1,1,1,0,0,1,0,0
726075,125.0,Entire home/apt,Entire townhouse,Dublin City,Dublin,5,3.0,5.0,2.5,21,110,7,0.06,4.43,False,0,1,12.950034223134839,False,53.36973,-6.25788,2.223914155957096,47,1,1,1,0,0,1,1,0
742656,70.0,Private room,Private room in rental unit,Dublin City,Dublin,2,1.0,1.0,0.5,2,39,505,3.57,4.59,False,0,2,12.917180013689254,False,53.33387,-6.26429,1.7927004993255353,16,1,0,0,0,0,0,0,0
872539,298.0,Entire home/apt,Entire cottage,Dublin City,Unknown,4,2.0,2.0,1.0,3,310,169,1.11,4.81,False,0,1,12.692676249144421,False,53.35789,-6.23813,1.7291377110320998,24,1,1,1,0,0,1,0,0
922425,200.0,Entire home/apt,Entire townhouse,Dublin City,Dublin,4,2.0,2.0,1.0,7,15,143,0.94,4.8,True,0,3,13.672826830937714,False,53.34202,-6.27351,1.2343903512690697,33,1,1,1,0,0,1,0,0
998407,67.0,Entire home/apt,Entire rental unit,Dublin City,Donaghmede,2,0.0,1.0,1.0,1,148,366,2.77,4.34,False,0,3,13.952087611225188,False,53.39622,-6.1756,7.646578395373891,24,1,0,0,0,0,1,0,0
1086416,136.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,2,1.0,1.0,1.0,3,7,308,2.05,4.89,True,0,1,12.41615331964408,False,53.35846,-6.27528,1.3870275160784413,21,1,1,1,0,0,0,0,0
1173029,278.0,Entire home/apt,Entire home,Dublin City,Dublin,4,2.0,2.0,2.0,3,188,519,4.16,4.83,True,0,1,13.037645448323067,False,53.35107,-6.27992,1.3141651857982029,49,1,1,1,0,0,1,1,0
1207950,430.0,Entire home/apt,Entire home,Dn Laoghaire-Rathdown,Ballinteer,8,4.0,4.0,2.5,5,199,108,0.73,4.94,True,0,1,12.306639288158795,False,53.28341,-6.24498,7.458900333969623,63,1,1,1,0,0,1,1,0
1255270,36.0,Private room,Private room in home,South Dublin,Unknown,1,1.0,0.0,1.0,7,113,24,0.16,4.92,True,0,3,12.268309377138946,False,53.33883,-6.433,11.566758862807054,15,1,1,1,0,0,1,1,0
1270261,80.0,Private room,Private room in home,Fingal,Dublin,6,2.0,6.0,2.0,1,341,13,0.1,4.85,False,0,1,14.464065708418891,False,53.565704345703125,-6.315245151519775,24.30463911494235,12,1,1,1,0,1,1,0,0
1299470,564.0,Entire home/apt,Entire home,Fingal,Unknown,12,5.0,12.0,4.0,3,286,17,1.85,4.82,True,0,1,12.358658453114305,False,53.44352,-6.13357,13.411227320995586,15,1,1,1,0,0,1,1,0
1345435,167.0,Entire home/apt,Entire townhouse,Dublin City,Dublin,3,1.0,2.0,1.0,2,51,36,0.27,4.89,False,0,1,14.518822724161533,False,53.33095,-6.27176,2.232423554391006,36,1,1,1,0,0,0,1,0
1407832,428.0,Entire home/apt,Entire home,Dn Laoghaire-Rathdown,Blackrock,8,4.0,4.0,3.0,4,38,67,0.46,4.94,False,0,1,12.4435318275154,False,53.29832,-6.17191,8.216699574266942,55,1,1,1,0,1,1,1,0
1466234,46.0,Private room,Private room in home,Dublin City,Dublin,1,1.0,1.0,1.5,4,192,240,1.63,4.8,True,0,1,12.421629021218344,False,53.32894,-6.30413,3.7300317675232666,27,1,0,0,0,0,0,1,0
1478255,238.0,Entire home/apt,Entire home,Dublin City,Unknown,4,1.0,3.0,1.5,2,328,48,2.63,4.69,False,0,1,12.120465434633813,False,53.34359251055312,-6.221619842327872,2.667057410059112,51,1,0,1,0,0,1,1,0
1559929,85.0,Private room,Private room in home,Dublin City,Dublin,1,1.0,1.0,1.0,2,4,66,0.46,4.92,False,0,2,12.952772073921972,False,53.33514,-6.26772,1.7047580323361486,4,1,1,0,0,0,0,0,0
1600779,110.0,Private room,Private room in townhouse,Dublin City,Dublin,2,1.0,1.0,1.0,2,73,82,0.58,4.91,False,0,2,12.952772073921972,False,53.33511,-6.26875,1.729051936447494,5,1,0,0,0,0,0,0,0
1711261,90.0,Entire home/apt,Entire home,Dublin City,Dublin,6,3.0,3.0,2.0,7,22,15,0.15,4.6,False,0,1,13.853524982888432,False,53.34432,-6.29733,2.540405075824498,31,1,1,1,0,1,1,0,0
1729959,215.0,Entire home/apt,Entire home,Dn Laoghaire-Rathdown,Unknown,6,3.0,5.0,1.5,1,12,10,0.08,4.6,False,0,2,11.964407939767282,False,53.3065,-6.24719,4.897486033923538,10,1,1,1,0,0,1,0,0
1796971,175.0,Private room,Private room in rental unit,Dublin City,Unknown,2,1.0,1.0,1.0,1,83,7,0.05,4.43,False,0,1,11.9233401779603,False,53.31687,-6.20461,5.214922256356067,10,1,1,1,0,1,0,0,0
1906221,116.0,Private room,Private room in condo,Dublin City,D8,2,1.0,1.0,1.0,2,136,605,4.21,4.9,True,0,4,11.969883641341546,False,53.3375883,-6.293536899999999,2.5975812588923803,45,1,1,0,1,0,1,1,0
1943366,198.0,Entire home/apt,Entire condo,Dublin City,Dublin,6,1.0,2.0,1.0,2,273,171,1.24,4.82,False,1,8,13.705681040383299,True,53.35691,-6.29164,2.231846212055051,32,1,1,1,0,0,1,0,0
1963074,129.0,Private room,Private room in home,Dublin City,Glasnevin,2,1.0,1.0,1.0,1,5,798,5.89,4.96,False,0,1,11.824777549623546,False,53.39105,-6.27775,4.735496916626312,34,1,1,0,0,0,1,1,0
2026810,58.0,Private room,Private room in home,Dublin City,Ranelagh,1,3.0,1.0,1.5,3,304,394,2.81,4.74,True,0,2,12.276522929500342,False,53.32338,-6.25333,2.976782525294691,29,1,0,0,0,0,0,0,0
2237704,151.0,Entire home/apt,Entire home,Dublin City,Dublin,2,1.0,1.0,1.5,2,78,30,0.22,4.3,False,0,1,12.78302532511978,False,53.33845,-6.24167,1.770645936936395,21,1,1,1,0,0,0,0,0
2241137,68.0,Private room,Private room in home,Dn Laoghaire-Rathdown,Unknown,10,1.0,1.0,1.5,1,266,21,0.89,4.81,False,0,4,12.881587953456537,False,53.27925,-6.13324,11.548213736392047,40,1,1,1,0,1,1,0,0
2283713,80.0,Private room,Private room in rental unit,Dublin City,Dublin,2,1.0,1.0,0.5,2,46,376,2.7,4.59,False,0,2,12.917180013689254,False,53.33408,-6.26463,1.7731329027653389,18,1,0,0,0,0,0,0,0
2345315,60.0,Private room,Private room in townhouse,Dublin City,Dublin,2,1.0,1.0,1.0,25,201,228,1.84,4.72,False,0,3,11.611225188227241,False,53.37630245633504,-6.316897148631376,4.785007069221518,46,1,1,1,0,0,1,1,0
2371576,173.0,Entire home/apt,Entire home,South Dublin,Unknown,4,2.0,2.0,3.0,2,56,6,2.07,5.0,False,0,1,11.597535934291582,False,53.27014,-6.33303,10.104414830385709,45,1,1,1,0,1,1,0,0
2393299,204.0,Entire home/apt,Entire condo,Dublin City,Unknown,4,2.0,2.0,1.5,3,168,4,4.0,5.0,False,0,1,11.586584531143053,False,53.32074,-6.26596,3.256066466844047,33,1,1,1,0,1,1,0,0
2394893,106.0,Private room,Private room in bed and breakfast,Dublin City,Santry,2,1.0,1.0,1.5,2,233,277,2.01,4.93,True,0,3,11.592060232717317,False,53.39058,-6.24692,4.625092718291176,59,1,1,1,0,0,1,1,0
2415104,365.0,Entire home/apt,Entire home,Dublin City,Dublin,6,2.0,4.0,1.5,5,333,290,2.07,4.9,True,1,5,12.487337440109513,True,53.33364,-6.26584,1.8359533576396392,60,1,1,1,0,0,1,1,0
2427857,84.0,Private room,Private room in townhouse,Dublin City,Santry,2,1.0,0.0,1.0,2,222,284,2.03,4.96,True,0,3,11.592060232717317,False,53.38949,-6.24701,4.50493552859928,46,1,0,1,0,0,1,0,0
2471794,120.0,Private room,Private room in townhouse,Dn Laoghaire-Rathdown,Dun Laoghaire,2,1.0,2.0,1.5,2,154,173,1.26,4.9,True,0,1,11.550992470910336,False,53.28651,-6.13422,10.964133100407679,31,1,1,0,0,0,1,0,0
2481147,563.0,Entire home/apt,Entire serviced apartment,Dublin City,Dublin,7,3.0,5.0,2.0,3,117,36,0.32,4.61,False,1,43,15.006160164271048,True,53.34572554718805,-6.237455681499833,1.5874937803028224,39,1,1,1,0,0,0,1,0
2486255,100.0,Private room,Private room in home,South Dublin,Unknown,2,1.0,1.0,1.5,1,358,10,0.4,4.8,True,0,3,13.431895961670088,False,53.35191,-6.45039,12.660592781237296,28,1,0,0,0,0,1,0,0
2489550,146.0,Entire home/apt,Entire condo,Dublin City,Dublin,2,1.0,2.0,1.0,14,160,491,3.57,4.88,,1,20,11.605749486652977,False,53.3436,-6.2673,0.8327374662062363,32,1,1,1,0,0,0,1,0
2574203,58.0,Private room,Private room in townhouse,Dublin City,Ballyfermot,1,1.0,1.0,1.0,2,320,587,4.19,4.91,True,0,1,11.515400410677618,False,53.34223,-6.33011,4.725009586012835,31,1,1,1,0,1,1,1,0
2657582,65.0,Private room,Private room in condo,Dublin City,D6,2,1.0,1.0,1.0,28,191,20,0.15,4.95,False,0,1,12.068446269678303,False,53.31188,-6.24776,4.302111209099073,57,1,1,1,0,1,1,1,0
2686112,120.0,Private room,Private room in rental unit,Dublin City,Dublin,2,1.0,1.0,2.0,3,350,92,0.66,4.58,False,0,1,11.463381245722108,False,53.35322,-6.26188,0.3948957690854328,24,1,1,1,0,1,1,1,0
2691951,300.0,Entire home/apt,Entire guest suite,Dn Laoghaire-Rathdown,Blackrock,4,2.0,2.0,1.0,2,174,116,1.65,4.97,False,0,1,11.657768651608487,False,53.31019,-6.20477,5.755033940516372,57,1,1,0,0,0,0,1,0
2734096,200.0,Private room,Private room in rental unit,Dublin City,Dublin,1,1.0,1.0,1.0,3,360,24,0.18,4.92,False,0,1,11.679671457905544,False,53.34207,-6.23612,1.8257615903276823,17,1,1,1,0,1,0,0,0
2754860,750.0,Entire home/apt,Entire home,Fingal,Garristown,14,6.0,9.0,4.0,7,358,6,0.06,5.0,False,0,1,11.43874058863792,False,53.56683,-6.38358,25.50464468522049,58,1,1,1,1,0,1,0,0
2770813,120.0,Private room,Private room in home,Dublin City,Clontarf,3,1.0,2.0,1.5,1,328,247,1.79,4.74,True,0,4,11.433264887063656,False,53.36417,-6.18684,5.145949993919156,26,1,0,0,0,0,1,0,0
2791857,126.0,Private room,Private room in townhouse,Dublin City,D9,2,1.0,1.0,1.5,2,69,280,2.06,4.95,True,0,3,11.592060232717317,False,53.38903,-6.24719,4.45238575068229,61,1,1,1,0,0,1,1,0
2809448,252.0,Entire home/apt,Entire condo,Dublin City,D2,4,1.0,2.0,1.0,1,321,293,2.12,4.77,False,0,1,11.419575633127995,False,53.34465,-6.26249,0.5914234421941257,42,1,1,1,0,1,0,0,0
2874272,81.0,Entire home/apt,Entire rental unit,Dublin City,D7,2,1.0,1.0,1.0,2,112,207,1.55,4.6,False,1,8,13.705681040383299,True,53.35685,-6.29078,2.1759799865463747,28,1,1,1,0,0,1,0,0
3012532,135.0,Entire home/apt,Entire condo,Fingal,Rush,6,2.0,4.0,1.0,2,219,199,1.45,4.86,True,1,5,11.353867214236825,True,53.5284423828125,-6.086965084075928,22.977661631592625,57,1,1,1,0,0,1,0,0
3026802,39.0,Private room,Private room in home,South Dublin,Unknown,1,1.0,0.0,1.5,30,90,12,0.09,4.92,True,0,3,12.268309377138946,False,53.3399,-6.43302,11.555978997847454,15,1,1,1,0,0,1,1,0
3031518,120.0,Private room,Private room in home,Dublin City,Clontarf,2,1.0,1.0,1.5,1,349,113,0.83,4.71,True,0,4,11.433264887063656,False,53.36238,-6.18458,5.232493326246958,28,1,0,0,0,0,1,0,0
3042183,125.0,Private room,Private room in home,Dublin City,Clontarf,2,1.0,1.0,1.5,1,353,68,0.55,4.82,True,0,4,11.433264887063656,False,53.36297,-6.18643,5.132244300076959,26,1,0,0,0,0,1,0,0
3042237,70.0,Private room,Private room in bed and breakfast,Dublin City,Clontarf,1,1.0,1.0,1.5,1,339,161,1.49,4.91,True,0,4,11.433264887063656,False,53.3628,-6.18427,5.265013093225701,20,1,0,0,0,0,1,0,0
3096382,300.0,Entire home/apt,Entire townhouse,Dublin City,D2,6,2.0,3.0,1.0,4,327,353,2.57,4.79,True,0,3,11.351129363449692,False,53.34525,-6.26582,0.6257505041047964,44,1,1,1,0,1,1,1,0
3111610,261.0,Entire home/apt,Entire home,Dublin City,Unknown,4,3.0,3.0,2.0,3,6,24,1.65,4.96,True,0,1,11.323750855578371,False,53.3324654,-6.2781192,2.2650725340912516,42,1,1,1,0,0,0,1,0
3137058,96.0,Private room,Private room in townhouse,Dublin City,Rialto,2,1.0,1.0,1.0,3,156,127,1.35,4.91,False,0,1,11.60848733744011,False,53.33208,-6.29582,3.080035919840175,24,1,0,0,0,0,1,1,0
3281268,400.0,Entire home/apt,Entire home,Fingal,D13,8,5.0,5.0,3.5,4,58,22,0.16,4.77,False,0,1,11.271731690622861,False,53.38873,-6.13044,9.668935835814539,25,1,1,1,0,0,1,0,0
3333378,122.0,Entire home/apt,Entire condo,Fingal,Rush,6,2.0,4.0,1.0,2,203,199,1.55,4.88,True,1,5,11.353867214236825,True,53.52852249145508,-6.086964130401611,22.98540296106313,58,1,1,1,0,0,1,0,0
3389175,128.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,4,2.0,3.0,1.0,60,91,92,0.68,4.77,False,0,1,12.618754277891854,False,53.33965,-6.274,1.4520972359269857,48,1,1,1,0,0,0,1,0
3394094,67.0,Private room,Private room in rental unit,Dublin City,Dublin,1,1.0,1.0,1.0,3,119,277,2.04,4.77,True,0,1,12.112251882272416,False,53.35277,-6.26669,0.5388145238311878,32,1,0,0,0,0,0,1,0
3474511,122.0,Private room,Private room in townhouse,Dublin City,Dublin,2,1.0,1.0,1.0,2,8,770,5.74,4.95,True,0,1,11.211498973305956,False,53.33531,-6.26685,1.6705996007504216,45,1,0,1,0,0,0,1,0
3592153,855.0,Entire home/apt,Entire townhouse,Dublin City,Ballsbridge,8,4.0,4.0,2.0,4,86,211,1.6,4.83,False,0,1,11.227926078028748,False,53.33219,-6.22718,2.9508675580621944,59,1,1,1,0,0,1,1,0
3634410,224.0,Entire home/apt,Entire townhouse,Dublin City,Ballsbridge,4,2.0,2.0,2.0,4,29,73,0.57,4.55,False,0,1,11.16495550992471,False,53.33757,-6.23803,2.013117000809023,42,1,1,1,0,0,1,1,0
3698469,84.0,Private room,Private room in bungalow,Dn Laoghaire-Rathdown,Killiney,2,1.0,1.0,1.0,2,210,99,0.81,4.94,True,0,2,14.587268993839835,False,53.24658,-6.12055,14.791291765274035,34,1,0,1,0,0,1,1,0
3726982,73.0,Private room,Private room in condo,Dublin City,Unknown,1,1.0,1.0,1.0,1,334,0,0.0,,False,0,1,11.422313483915127,False,53.339101644834585,-6.235132052353611,2.0560607129937782,5,1,0,1,0,0,0,0,0
3746469,59.0,Private room,Private room in bed and breakfast,Dn Laoghaire-Rathdown,Dalkey,2,1.0,2.0,1.0,1,313,204,1.51,4.79,True,0,2,11.132101300479125,False,53.2706,-6.11413,13.138409622225,26,1,0,0,0,0,1,0,0
3749697,69.0,Private room,Private room in home,Dn Laoghaire-Rathdown,Dalkey,1,1.0,0.0,1.0,1,305,294,2.3,4.87,True,0,2,11.132101300479125,False,53.272,-6.11282,13.09966932124401,32,1,0,0,0,1,1,1,0
3770752,104.0,Private room,Private room in home,Dublin City,Dublin,2,1.0,1.0,1.0,3,67,405,2.99,4.89,True,0,3,11.123887748117728,True,53.3549,-6.26868,0.7959572194334259,34,1,1,1,0,0,1,0,0
3841286,298.0,Entire home/apt,Entire home,Dublin City,Ringsend,4,2.0,2.0,1.0,2,3,16,0.14,4.88,False,0,2,11.225188227241615,False,53.33848,-6.22666,2.5704102338315282,27,1,1,1,0,0,1,0,0
3868060,56.0,Private room,Private room in bungalow,Dn Laoghaire-Rathdown,Blackrock,2,1.0,1.0,1.5,729,365,6,0.05,5.0,False,0,2,11.093771389459274,False,53.2869,-6.1802,8.803337219437305,21,1,1,1,0,0,1,0,0
3882631,209.0,Entire home/apt,Entire townhouse,Dublin City,D6,2,1.0,3.0,1.0,3,262,231,1.73,4.81,False,0,1,12.303901437371664,True,53.32513,-6.24906,2.84584737835999,44,1,1,0,0,0,0,0,0
3965249,77.0,Private room,Private room in home,Fingal,Rush,4,1.0,5.0,2.0,1,347,278,2.07,4.87,True,0,4,11.121149897330595,False,53.518680572509766,-6.1028571128845215,21.511918723218628,48,1,1,1,0,0,1,1,0
3991589,68.0,Private room,Private room in townhouse,Dublin City,Dublin,1,1.0,1.0,1.0,5,109,191,1.42,4.91,True,0,1,11.049965776865161,False,53.35649,-6.24096,1.4875552719529972,44,1,1,1,0,0,1,0,0
4067786,401.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,4,2.0,2.0,1.0,2,326,54,0.43,4.96,True,0,2,11.041752224503764,False,53.34451,-6.26749,0.7588789508805104,52,1,1,1,0,0,0,1,0
4092157,34.0,Private room,Private room in home,Dn Laoghaire-Rathdown,Bray,2,4.0,4.0,1.0,1,47,21,0.2,4.71,False,0,1,11.7782340862423,False,53.20845,-6.1237,18.179349126135858,37,1,0,1,0,0,1,0,0
4177992,58.0,Private room,Private room in home,Dublin City,Clontarf,1,1.0,1.0,1.5,3,238,315,2.46,4.93,True,1,5,12.016427104722792,False,53.36839,-6.18998,5.118592991511591,48,1,0,1,0,0,1,0,0
4178309,63.0,Private room,Private room in home,Dublin City,Clontarf,2,1.0,1.0,1.5,4,227,300,2.39,4.93,True,1,5,12.016427104722792,False,53.36768,-6.18928,5.130127627349664,44,1,1,1,0,0,1,1,0
4229727,65.0,Private room,Private room in home,Dublin City,Clontarf,2,1.0,1.0,1.5,1,64,228,1.89,4.87,True,1,5,12.016427104722792,False,53.36773,-6.1892,5.13719378843387,46,1,1,1,0,0,1,1,0
4229865,64.0,Private room,Private room in home,Dublin City,Clontarf,2,1.0,2.0,1.5,2,221,155,1.21,4.94,True,1,5,12.016427104722792,False,53.36663041120419,-6.18880031645118,5.11571745813816,35,1,0,1,0,0,1,1,0
4230879,340.0,Entire home/apt,Entire home,Dublin City,Dublin,5,3.0,3.0,1.0,2,43,35,1.18,4.89,True,0,1,15.02258726899384,False,53.35783397322415,-6.268419961345292,1.0448914854953326,52,1,1,1,0,0,1,1,0
4261174,665.0,Entire home/apt,Entire home,Dublin City,Unknown,6,3.0,4.0,3.0,5,177,18,0.21,4.94,False,0,1,12.191649555099247,False,53.31882,-6.31644,5.086700120508197,42,1,1,1,0,1,1,0,1
4294854,80.0,Private room,Private room in rental unit,Dublin City,Unknown,2,1.0,1.0,1.0,30,30,185,1.4,4.56,False,0,1,10.940451745379876,False,53.34735,-6.27185,0.8160748610265262,13,1,1,1,0,0,0,0,0
4310584,97.0,Private room,Private room in home,Dublin City,Dublin,2,1.0,1.0,1.0,4,52,181,1.47,4.86,True,0,3,14.140999315537304,True,53.31181,-6.29115,4.701098737911332,42,1,1,0,0,0,1,1,0
4337495,129.0,Entire home/apt,Entire townhouse,Dublin City,Ranelagh,2,1.0,1.0,1.0,1,12,83,0.64,4.82,False,0,1,10.924024640657084,False,53.32982,-6.25938,2.2244715305494025,11,1,1,1,0,0,0,1,0
4378260,73.0,Private room,Private room in rental unit,Dublin City,Dublin,1,1.0,1.0,1.0,2,156,169,1.33,4.81,False,0,1,13.66735112936345,False,53.34855,-6.27742,1.148551140463607,15,1,0,0,0,0,0,0,0
4446134,400.0,Entire home/apt,Entire home,Dn Laoghaire-Rathdown,Shankill,8,5.0,6.0,2.0,3,10,36,0.34,4.83,True,0,4,10.885694729637235,False,53.24059,-6.12642,15.08023791278288,55,1,1,1,0,0,1,1,0
4488728,90.0,Entire home/apt,Entire rental unit,Dublin City,Rathmines,2,1.0,1.0,1.0,2,0,79,0.62,4.9,False,0,2,11.104722792607802,False,53.31885,-6.26828,3.485285930157663,33,1,1,1,0,0,0,0,0
4492472,64.0,Private room,Private room in home,Dublin City,Dublin,2,1.0,1.0,1.0,2,8,36,0.32,4.5,False,0,2,10.869267624914443,False,53.33534,-6.28121,2.1282488606294874,14,1,1,0,0,0,1,0,0
4585502,415.0,Entire home/apt,Entire condo,Dublin City,D2,6,2.0,3.0,1.0,30,246,247,1.9,4.76,True,0,1,11.468856947296372,True,53.34651,-6.24902,0.8356869542534784,69,1,1,1,0,1,0,1,0
4604580,90.0,Private room,Private room in bungalow,Fingal,D13,2,1.0,2.0,1.5,2,291,121,1.2,4.86,True,0,1,10.830937713894592,False,53.38322067260742,-6.094991207122803,11.615770618714043,31,1,0,0,0,0,1,1,0
4630635,333.0,Entire home/apt,Entire home,Dublin City,Harold's Cross,6,3.0,5.0,1.0,2,138,12,0.31,4.75,True,0,1,10.822724161533197,False,53.31898,-6.28561,3.8220459158928772,36,1,1,1,0,0,1,0,0
4639862,129.0,Private room,Private room in home,Dublin City,Unknown,2,1.0,1.0,1.0,1,86,68,1.87,4.84,True,0,2,10.817248459958932,False,53.33584,-6.22871,2.6154826035640517,17,1,0,0,0,0,0,0,0
4665890,145.0,Entire home/apt,Entire rental unit,Dublin City,Rathmines,4,2.0,2.0,2.0,2,207,313,2.5,4.79,True,1,7,10.809034907597535,False,53.31585,-6.26534,3.79327065711303,34,1,1,1,0,0,0,0,0
4699995,262.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,4,2.0,3.0,1.0,2,118,5,0.04,4.6,False,0,1,11.19233401779603,False,53.40554,-6.28498,6.417239566506279,15,1,1,0,0,0,1,0,0
4804987,218.0,Entire home/apt,Entire rental unit,Dublin City,Dublin,2,0.0,1.0,0.0,1,302,87,0.68,4.72,False,0,2,10.76249144421629,True,53.33189,-6.24944,2.1204470965137094,21,1,1,1,0,0,0,1,1
4857684,122.0,Entire home/apt,Entire condo,Fingal,Rush,6,2.0,4.0,1.0,2,228,218,1.97,4.91,True,1,5,11.353867214236825,True,53.52848815917969,-6.086968898773193,22.981939937697614,59,1,1,1,0,0,1,1,0
4940924,111.0,Private room,Private room in home,Dn Laoghaire-Rathdown,Unknown,2,0.0,1.0,1.0,2,348,16,0.15,5.0,False,0,1,11.104722792607802,False,53.24433,-6.18348,12.806813778205287,14,1,0,0,0,1,1,0,0
4963289,120.0,Private room,Private room in home,Fingal,Malahide,2,1.0,1.0,1.0,1,115,660,5.13,4.92,True,0,1,10.699520876112253,False,53.44824,-6.13546,13.747140277721073,38,1,0,0,0,0,1,0,0
